country,date,confirmed,deaths,recovered
Jordan,2020-02-10,0,0,0
Jordan,2020-02-11,0,0,0
Jordan,2020-02-12,0,0,0
Jordan,2020-02-13,0,0,0
Jordan,2020-02-14,0,0,0
Jordan,2020-02-15,0,0,0
Jordan,2020-02-16,0,0,0
Jordan,2020-02-17,0,0,0
Jordan,2020-02-18,0,0,0
Jordan,2020-02-19,0,0,0
Jordan,2020-02-20,0,0,0
Jordan,2020-02-21,0,0,0
Jordan,2020-02-22,0,0,0
Jordan,2020-02-23,0,0,0
Jordan,2020-02-24,0,0,0
Jordan,2020-02-25,0,0,0
Jordan,2020-02-26,0,0,0
Jordan,2020-02-27,0,0,0
Jordan,2020-02-28,0,0,0
Jordan,2020-02-29,0,0,0
Jordan,2020-03-01,0,0,0
Jordan,2020-03-02,0,0,0
Jordan,2020-03-03,1,0,0
Jordan,2020-03-04,1,0,0
Jordan,2020-03-05,1,0,0
Jordan,2020-03-06,1,0,0
Jordan,2020-03-07,1,0,0
Jordan,2020-03-08,1,0,0
Jordan,2020-03-09,1,0,0
Jordan,2020-03-10,1,0,0
Jordan,2020-03-11,1,0,0
Jordan,2020-03-12,1,0,0
Jordan,2020-03-13,1,0,1
Jordan,2020-03-14,1,0,1
Jordan,2020-03-15,8,0,1
Jordan,2020-03-16,17,0,1
Jordan,2020-03-17,34,0,1
Jordan,2020-03-18,52,0,1
Jordan,2020-03-19,69,0,1
Jordan,2020-03-20,85,0,1
Jordan,2020-03-21,85,0,1
Jordan,2020-03-22,112,0,1
Jordan,2020-03-23,127,0,1
Jordan,2020-03-24,154,0,1
Jordan,2020-03-25,172,0,1
Jordan,2020-03-26,212,0,1
Jordan,2020-03-27,235,1,18
Jordan,2020-03-28,246,1,18
Kazakhstan,2020-01-22,0,0,0
Kazakhstan,2020-01-23,0,0,0
Kazakhstan,2020-01-24,0,0,0
Kazakhstan,2020-01-25,0,0,0
Kazakhstan,2020-01-26,0,0,0
Kazakhstan,2020-01-27,0,0,0
Kazakhstan,2020-01-28,0,0,0
Kazakhstan,2020-01-29,0,0,0
Kazakhstan,2020-01-30,0,0,0
Kazakhstan,2020-01-31,0,0,0
Kazakhstan,2020-02-01,0,0,0
Kazakhstan,2020-02-02,0,0,0
Kazakhstan,2020-02-03,0,0,0
Kazakhstan,2020-02-04,0,0,0
Kazakhstan,2020-02-05,0,0,0
Kazakhstan,2020-02-06,0,0,0
Kazakhstan,2020-02-07,0,0,0
Kazakhstan,2020-02-08,0,0,0
Kazakhstan,2020-02-09,0,0,0
Kazakhstan,2020-02-10,0,0,0
Kazakhstan,2020-02-11,0,0,0
Kazakhstan,2020-02-12,0,0,0
Kazakhstan,2020-02-13,0,0,0
Kazakhstan,2020-02-14,0,0,0
Kazakhstan,2020-02-15,0,0,0
Kazakhstan,2020-02-16,0,0,0
Kazakhstan,2020-02-17,0,0,0
Kazakhstan,2020-02-18,0,0,0
Kazakhstan,2020-02-19,0,0,0
Kazakhstan,2020-02-20,0,0,0
Kazakhstan,2020-02-21,0,0,0
Kazakhstan,2020-02-22,0,0,0
Kazakhstan,2020-02-23,0,0,0
Kazakhstan,2020-02-24,0,0,0
Kazakhstan,2020-02-25,0,0,0
Kazakhstan,2020-02-26,0,0,0
Kazakhstan,2020-02-27,0,0,0
Kazakhstan,2020-02-28,0,0,0
Kazakhstan,2020-02-29,0,0,0
Kazakhstan,2020-03-01,0,0,0
Kazakhstan,2020-03-02,0,0,0
Kazakhstan,2020-03-03,0,0,0
Kazakhstan,2020-03-04,0,0,0
Kazakhstan,2020-03-05,0,0,0
Kazakhstan,2020-03-06,0,0,0
Kazakhstan,2020-03-07,0,0,0
Kazakhstan,2020-03-08,0,0,0
Kazakhstan,2020-03-09,0,0,0
Kazakhstan,2020-03-10,0,0,0
Kazakhstan,2020-03-11,0,0,0
Kazakhstan,2020-03-12,0,0,0
Kazakhstan,2020-03-13,4,0,0
Kazakhstan,2020-03-14,6,0,0
Kazakhstan,2020-03-15,9,0,0
Kazakhstan,2020-03-16,10,0,0
Kazakhstan,2020-03-17,33,0,0
Kazakhstan,2020-03-18,35,0,0
Kazakhstan,2020-03-19,44,0,0
Kazakhstan,2020-03-20,49,3,0
Kazakhstan,2020-03-21,53,0,0
Kazakhstan,2020-03-22,60,0,0
Kazakhstan,2020-03-23,62,0,0
Kazakhstan,2020-03-24,72,0,0
Kazakhstan,2020-03-25,81,0,0
Kazakhstan,2020-03-26,111,1,2
Kazakhstan,2020-03-27,150,1,3
Kazakhstan,2020-03-28,228,1,16
Kenya,2020-01-22,0,0,0
Kenya,2020-01-23,0,0,0
Kenya,2020-01-24,0,0,0
Kenya,2020-01-25,0,0,0
Kenya,2020-01-26,0,0,0
Kenya,2020-01-27,0,0,0
Kenya,2020-01-28,0,0,0
Kenya,2020-01-29,0,0,0
Kenya,2020-01-30,0,0,0
Kenya,2020-01-31,0,0,0
Kenya,2020-02-01,0,0,0
Kenya,2020-02-02,0,0,0
Kenya,2020-02-03,0,0,0
Kenya,2020-02-04,0,0,0
Kenya,2020-02-05,0,0,0
Kenya,2020-02-06,0,0,0
Kenya,2020-02-07,0,0,0
Kenya,2020-02-08,0,0,0
Kenya,2020-02-09,0,0,0
Kenya,2020-02-10,0,0,0
Kenya,2020-02-11,0,0,0
Kenya,2020-02-12,0,0,0
Kenya,2020-02-13,0,0,0
Kenya,2020-02-14,0,0,0
Kenya,2020-02-15,0,0,0
Kenya,2020-02-16,0,0,0
Kenya,2020-02-17,0,0,0
Kenya,2020-02-18,0,0,0
Kenya,2020-02-19,0,0,0
Kenya,2020-02-20,0,0,0
Kenya,2020-02-21,0,0,0
Kenya,2020-02-22,0,0,0
Kenya,2020-02-23,0,0,0
Kenya,2020-02-24,0,0,0
Kenya,2020-02-25,0,0,0
Kenya,2020-02-26,0,0,0
Kenya,2020-02-27,0,0,0
Kenya,2020-02-28,0,0,0
Kenya,2020-02-29,0,0,0
Kenya,2020-03-01,0,0,0
Kenya,2020-03-02,0,0,0
Kenya,2020-03-03,0,0,0
Kenya,2020-03-04,0,0,0
Kenya,2020-03-05,0,0,0
Kenya,2020-03-06,0,0,0
Kenya,2020-03-07,0,0,0
Kenya,2020-03-08,0,0,0
Kenya,2020-03-09,0,0,0
Kenya,2020-03-10,0,0,0
Kenya,2020-03-11,0,0,0
Kenya,2020-03-12,0,0,0
Kenya,2020-03-13,1,0,0
Kenya,2020-03-14,1,0,0
Kenya,2020-03-15,3,0,0
Kenya,2020-03-16,3,0,0
Kenya,2020-03-17,3,0,0
Kenya,2020-03-18,3,0,0
Kenya,2020-03-19,7,0,0
Kenya,2020-03-20,7,0,0
Kenya,2020-03-21,7,0,0
Kenya,2020-03-22,15,0,0
Kenya,2020-03-23,16,0,0
Kenya,2020-03-24,25,0,0
Kenya,2020-03-25,28,0,1
Kenya,2020-03-26,31,1,1
Kenya,2020-03-27,31,1,1
Kenya,2020-03-28,38,1,1
"Korea, South",2020-01-22,1,0,0
"Korea, South",2020-01-23,1,0,0
"Korea, South",2020-01-24,2,0,0
"Korea, South",2020-01-25,2,0,0
"Korea, South",2020-01-26,3,0,0
"Korea, South",2020-01-27,4,0,0
"Korea, South",2020-01-28,4,0,0
"Korea, South",2020-01-29,4,0,0
"Korea, South",2020-01-30,4,0,0
"Korea, South",2020-01-31,11,0,0
"Korea, South",2020-02-01,12,0,0
"Korea, South",2020-02-02,15,0,0
"Korea, South",2020-02-03,15,0,0
"Korea, South",2020-02-04,16,0,0
"Korea, South",2020-02-05,19,0,0
"Korea, South",2020-02-06,23,0,0
"Korea, South",2020-02-07,24,0,1
"Korea, South",2020-02-08,24,0,1
"Korea, South",2020-02-09,25,0,3
"Korea, South",2020-02-10,27,0,3
"Korea, South",2020-02-11,28,0,3
"Korea, South",2020-02-12,28,0,7
"Korea, South",2020-02-13,28,0,7
"Korea, South",2020-02-14,28,0,7
"Korea, South",2020-02-15,28,0,9
"Korea, South",2020-02-16,29,0,9
"Korea, South",2020-02-17,30,0,10
"Korea, South",2020-02-18,31,0,12
"Korea, South",2020-02-19,31,0,12
"Korea, South",2020-02-20,104,1,16
"Korea, South",2020-02-21,204,2,16
"Korea, South",2020-02-22,433,2,16
"Korea, South",2020-02-23,602,6,18
"Korea, South",2020-02-24,833,8,18
"Korea, South",2020-02-25,977,10,22
"Korea, South",2020-02-26,1261,12,22
"Korea, South",2020-02-27,1766,13,22
"Korea, South",2020-02-28,2337,13,22
"Korea, South",2020-02-29,3150,16,27
"Korea, South",2020-03-01,3736,17,30
"Korea, South",2020-03-02,4335,28,30
"Korea, South",2020-03-03,5186,28,30
"Korea, South",2020-03-04,5621,35,41
"Korea, South",2020-03-05,6088,35,41
"Korea, South",2020-03-06,6593,42,135
"Korea, South",2020-03-07,7041,44,135
"Korea, South",2020-03-08,7314,50,118
"Korea, South",2020-03-09,7478,53,118
"Korea, South",2020-03-10,7513,54,247
"Korea, South",2020-03-11,7755,60,288
"Korea, South",2020-03-12,7869,66,333
"Korea, South",2020-03-13,7979,66,510
"Korea, South",2020-03-14,8086,72,510
"Korea, South",2020-03-15,8162,75,510
"Korea, South",2020-03-16,8236,75,1137
"Korea, South",2020-03-17,8320,81,1407
"Korea, South",2020-03-18,8413,84,1540
"Korea, South",2020-03-19,8565,91,1540
"Korea, South",2020-03-20,8652,94,1540
"Korea, South",2020-03-21,8799,102,1540
"Korea, South",2020-03-22,8961,111,2909
"Korea, South",2020-03-23,8961,111,2909
"Korea, South",2020-03-24,9037,120,3507
"Korea, South",2020-03-25,9137,126,3730
"Korea, South",2020-03-26,9241,131,4144
"Korea, South",2020-03-27,9332,139,4528
"Korea, South",2020-03-28,9478,144,4811
Kosovo,2020-01-22,0,0,0
Kosovo,2020-01-23,0,0,0
Kosovo,2020-01-24,0,0,0
Kosovo,2020-01-25,0,0,0
Kosovo,2020-01-26,0,0,0
Kosovo,2020-01-27,0,0,0
Kosovo,2020-01-28,0,0,0
Kosovo,2020-01-29,0,0,0
Kosovo,2020-01-30,0,0,0
Kosovo,2020-01-31,0,0,0
Kosovo,2020-02-01,0,0,0
Kosovo,2020-02-02,0,0,0
Kosovo,2020-02-03,0,0,0
Kosovo,2020-02-04,0,0,0
Kosovo,2020-02-05,0,0,0
Kosovo,2020-02-06,0,0,0
Kosovo,2020-02-07,0,0,0
Kosovo,2020-02-08,0,0,0
Kosovo,2020-02-09,0,0,0
Kosovo,2020-02-10,0,0,0
Kosovo,2020-02-11,0,0,0
Kosovo,2020-02-12,0,0,0
Kosovo,2020-02-13,0,0,0
Kosovo,2020-02-14,0,0,0
Kosovo,2020-02-15,0,0,0
Kosovo,2020-02-16,0,0,0
Kosovo,2020-02-17,0,0,0
Kosovo,2020-02-18,0,0,0
Kosovo,2020-02-19,0,0,0
Kosovo,2020-02-20,0,0,0
Kosovo,2020-02-21,0,0,0
Kosovo,2020-02-22,0,0,0
Kosovo,2020-02-23,0,0,0
Kosovo,2020-02-24,0,0,0
Kosovo,2020-02-25,0,0,0
Kosovo,2020-02-26,0,0,0
Kosovo,2020-02-27,0,0,0
Kosovo,2020-02-28,0,0,0
Kosovo,2020-02-29,0,0,0
Kosovo,2020-03-01,0,0,0
Kosovo,2020-03-02,0,0,0
Kosovo,2020-03-03,0,0,0
Kosovo,2020-03-04,0,0,0
Kosovo,2020-03-05,0,0,0
Kosovo,2020-03-06,0,0,0
Kosovo,2020-03-07,0,0,0
Kosovo,2020-03-08,0,0,0
Kosovo,2020-03-09,0,0,0
Kosovo,2020-03-10,0,0,0
Kosovo,2020-03-11,0,0,0
Kosovo,2020-03-12,0,0,0
Kosovo,2020-03-13,0,0,0
Kosovo,2020-03-14,0,0,0
Kosovo,2020-03-15,0,0,0
Kosovo,2020-03-16,0,0,0
Kosovo,2020-03-17,0,0,0
Kosovo,2020-03-18,0,0,0
Kosovo,2020-03-19,0,0,0
Kosovo,2020-03-20,0,0,0
Kosovo,2020-03-21,0,0,0
Kosovo,2020-03-22,0,0,0
Kosovo,2020-03-23,0,0,0
Kosovo,2020-03-24,0,0,0
Kosovo,2020-03-25,0,0,0
Kosovo,2020-03-26,71,1,0
Kosovo,2020-03-27,86,1,1
Kosovo,2020-03-28,91,1,1
Kuwait,2020-01-22,0,0,0
Kuwait,2020-01-23,0,0,0
Kuwait,2020-01-24,0,0,0
Kuwait,2020-01-25,0,0,0
Kuwait,2020-01-26,0,0,0
Kuwait,2020-01-27,0,0,0
Kuwait,2020-01-28,0,0,0
Kuwait,2020-01-29,0,0,0
Kuwait,2020-01-30,0,0,0
Kuwait,2020-01-31,0,0,0
Kuwait,2020-02-01,0,0,0
Kuwait,2020-02-02,0,0,0
Kuwait,2020-02-03,0,0,0
Kuwait,2020-02-04,0,0,0
Kuwait,2020-02-05,0,0,0
Kuwait,2020-02-06,0,0,0
Kuwait,2020-02-07,0,0,0
Kuwait,2020-02-08,0,0,0
Kuwait,2020-02-09,0,0,0
Kuwait,2020-02-10,0,0,0
Kuwait,2020-02-11,0,0,0
Kuwait,2020-02-12,0,0,0
Kuwait,2020-02-13,0,0,0
Kuwait,2020-02-14,0,0,0
Kuwait,2020-02-15,0,0,0
Kuwait,2020-02-16,0,0,0
Kuwait,2020-02-17,0,0,0
Kuwait,2020-02-18,0,0,0
Kuwait,2020-02-19,0,0,0
Kuwait,2020-02-20,0,0,0
Kuwait,2020-02-21,0,0,0
Kuwait,2020-02-22,0,0,0
Kuwait,2020-02-23,0,0,0
Kuwait,2020-02-24,1,0,0
Kuwait,2020-02-25,11,0,0
Kuwait,2020-02-26,26,0,0
Kuwait,2020-02-27,43,0,0
Kuwait,2020-02-28,45,0,0
Kuwait,2020-02-29,45,0,0
Kuwait,2020-03-01,45,0,0
Kuwait,2020-03-02,56,0,0
Kuwait,2020-03-03,56,0,0
Kuwait,2020-03-04,56,0,0
Kuwait,2020-03-05,58,0,0
Kuwait,2020-03-06,58,0,0
Kuwait,2020-03-07,61,0,0
Kuwait,2020-03-08,64,0,1
Kuwait,2020-03-09,64,0,1
Kuwait,2020-03-10,69,0,1
Kuwait,2020-03-11,72,0,2
Kuwait,2020-03-12,80,0,5
Kuwait,2020-03-13,80,0,5
Kuwait,2020-03-14,104,0,5
Kuwait,2020-03-15,112,0,5
Kuwait,2020-03-16,123,0,9
Kuwait,2020-03-17,130,0,9
Kuwait,2020-03-18,142,0,15
Kuwait,2020-03-19,148,0,18
Kuwait,2020-03-20,159,0,18
Kuwait,2020-03-21,176,0,27
Kuwait,2020-03-22,188,0,27
Kuwait,2020-03-23,189,0,27
Kuwait,2020-03-24,191,0,39
Kuwait,2020-03-25,195,0,43
Kuwait,2020-03-26,208,0,49
Kuwait,2020-03-27,225,0,57
Kuwait,2020-03-28,235,0,64
Kyrgyzstan,2020-01-22,0,0,0
Kyrgyzstan,2020-01-23,0,0,0
Kyrgyzstan,2020-01-24,0,0,0
Kyrgyzstan,2020-01-25,0,0,0
Kyrgyzstan,2020-01-26,0,0,0
Kyrgyzstan,2020-01-27,0,0,0
Kyrgyzstan,2020-01-28,0,0,0
Kyrgyzstan,2020-01-29,0,0,0
Kyrgyzstan,2020-01-30,0,0,0
Kyrgyzstan,2020-01-31,0,0,0
Kyrgyzstan,2020-02-01,0,0,0
Kyrgyzstan,2020-02-02,0,0,0
Kyrgyzstan,2020-02-03,0,0,0
Kyrgyzstan,2020-02-04,0,0,0
Kyrgyzstan,2020-02-05,0,0,0
Kyrgyzstan,2020-02-06,0,0,0
Kyrgyzstan,2020-02-07,0,0,0
Kyrgyzstan,2020-02-08,0,0,0
Kyrgyzstan,2020-02-09,0,0,0
Kyrgyzstan,2020-02-10,0,0,0
Kyrgyzstan,2020-02-11,0,0,0
Kyrgyzstan,2020-02-12,0,0,0
Kyrgyzstan,2020-02-13,0,0,0
Kyrgyzstan,2020-02-14,0,0,0
Kyrgyzstan,2020-02-15,0,0,0
Kyrgyzstan,2020-02-16,0,0,0
Kyrgyzstan,2020-02-17,0,0,0
Kyrgyzstan,2020-02-18,0,0,0
Kyrgyzstan,2020-02-19,0,0,0
Kyrgyzstan,2020-02-20,0,0,0
Kyrgyzstan,2020-02-21,0,0,0
Kyrgyzstan,2020-02-22,0,0,0
Kyrgyzstan,2020-02-23,0,0,0
Kyrgyzstan,2020-02-24,0,0,0
Kyrgyzstan,2020-02-25,0,0,0
Kyrgyzstan,2020-02-26,0,0,0
Kyrgyzstan,2020-02-27,0,0,0
Kyrgyzstan,2020-02-28,0,0,0
Kyrgyzstan,2020-02-29,0,0,0
Kyrgyzstan,2020-03-01,0,0,0
Kyrgyzstan,2020-03-02,0,0,0
Kyrgyzstan,2020-03-03,0,0,0
Kyrgyzstan,2020-03-04,0,0,0
Kyrgyzstan,2020-03-05,0,0,0
Kyrgyzstan,2020-03-06,0,0,0
Kyrgyzstan,2020-03-07,0,0,0
Kyrgyzstan,2020-03-08,0,0,0
Kyrgyzstan,2020-03-09,0,0,0
Kyrgyzstan,2020-03-10,0,0,0
Kyrgyzstan,2020-03-11,0,0,0
Kyrgyzstan,2020-03-12,0,0,0
Kyrgyzstan,2020-03-13,0,0,0
Kyrgyzstan,2020-03-14,0,0,0
Kyrgyzstan,2020-03-15,0,0,0
Kyrgyzstan,2020-03-16,0,0,0
Kyrgyzstan,2020-03-17,0,0,0
Kyrgyzstan,2020-03-18,3,0,0
Kyrgyzstan,2020-03-19,3,0,0
Kyrgyzstan,2020-03-20,6,0,0
Kyrgyzstan,2020-03-21,14,0,0
Kyrgyzstan,2020-03-22,14,0,0
Kyrgyzstan,2020-03-23,16,0,0
Kyrgyzstan,2020-03-24,42,0,0
Kyrgyzstan,2020-03-25,44,0,0
Kyrgyzstan,2020-03-26,44,0,0
Kyrgyzstan,2020-03-27,58,0,0
Kyrgyzstan,2020-03-28,58,0,0
Laos,2020-01-22,0,0,0
Laos,2020-01-23,0,0,0
Laos,2020-01-24,0,0,0
Laos,2020-01-25,0,0,0
Laos,2020-01-26,0,0,0
Laos,2020-01-27,0,0,0
Laos,2020-01-28,0,0,0
Laos,2020-01-29,0,0,0
Laos,2020-01-30,0,0,0
Laos,2020-01-31,0,0,0
Laos,2020-02-01,0,0,0
Laos,2020-02-02,0,0,0
Laos,2020-02-03,0,0,0
Laos,2020-02-04,0,0,0
Laos,2020-02-05,0,0,0
Laos,2020-02-06,0,0,0
Laos,2020-02-07,0,0,0
Laos,2020-02-08,0,0,0
Laos,2020-02-09,0,0,0
Laos,2020-02-10,0,0,0
Laos,2020-02-11,0,0,0
Laos,2020-02-12,0,0,0
Laos,2020-02-13,0,0,0
Laos,2020-02-14,0,0,0
Laos,2020-02-15,0,0,0
Laos,2020-02-16,0,0,0
Laos,2020-02-17,0,0,0
Laos,2020-02-18,0,0,0
Laos,2020-02-19,0,0,0
Laos,2020-02-20,0,0,0
Laos,2020-02-21,0,0,0
Laos,2020-02-22,0,0,0
Laos,2020-02-23,0,0,0
Laos,2020-02-24,0,0,0
Laos,2020-02-25,0,0,0
Laos,2020-02-26,0,0,0
Laos,2020-02-27,0,0,0
Laos,2020-02-28,0,0,0
Laos,2020-02-29,0,0,0
Laos,2020-03-01,0,0,0
Laos,2020-03-02,0,0,0
Laos,2020-03-03,0,0,0
Laos,2020-03-04,0,0,0
Laos,2020-03-05,0,0,0
Laos,2020-03-06,0,0,0
Laos,2020-03-07,0,0,0
Laos,2020-03-08,0,0,0
Laos,2020-03-09,0,0,0
Laos,2020-03-10,0,0,0
Laos,2020-03-11,0,0,0
Laos,2020-03-12,0,0,0
Laos,2020-03-13,0,0,0
Laos,2020-03-14,0,0,0
Laos,2020-03-15,0,0,0
Laos,2020-03-16,0,0,0
Laos,2020-03-17,0,0,0
Laos,2020-03-18,0,0,0
Laos,2020-03-19,0,0,0
Laos,2020-03-20,0,0,0
Laos,2020-03-21,0,0,0
Laos,2020-03-22,0,0,0
Laos,2020-03-23,0,0,0
Laos,2020-03-24,2,0,0
Laos,2020-03-25,3,0,0
Laos,2020-03-26,6,0,0
Laos,2020-03-27,6,0,0
Laos,2020-03-28,8,0,0
Latvia,2020-01-22,0,0,0
Latvia,2020-01-23,0,0,0
Latvia,2020-01-24,0,0,0
Latvia,2020-01-25,0,0,0
Latvia,2020-01-26,0,0,0
Latvia,2020-01-27,0,0,0
Latvia,2020-01-28,0,0,0
Latvia,2020-01-29,0,0,0
Latvia,2020-01-30,0,0,0
Latvia,2020-01-31,0,0,0
Latvia,2020-02-01,0,0,0
Latvia,2020-02-02,0,0,0
Latvia,2020-02-03,0,0,0
Latvia,2020-02-04,0,0,0
Latvia,2020-02-05,0,0,0
Latvia,2020-02-06,0,0,0
Latvia,2020-02-07,0,0,0
Latvia,2020-02-08,0,0,0
Latvia,2020-02-09,0,0,0
Latvia,2020-02-10,0,0,0
Latvia,2020-02-11,0,0,0
Latvia,2020-02-12,0,0,0
Latvia,2020-02-13,0,0,0
Latvia,2020-02-14,0,0,0
Latvia,2020-02-15,0,0,0
Latvia,2020-02-16,0,0,0
Latvia,2020-02-17,0,0,0
Latvia,2020-02-18,0,0,0
Latvia,2020-02-19,0,0,0
Latvia,2020-02-20,0,0,0
Latvia,2020-02-21,0,0,0
Latvia,2020-02-22,0,0,0
Latvia,2020-02-23,0,0,0
Latvia,2020-02-24,0,0,0
Latvia,2020-02-25,0,0,0
Latvia,2020-02-26,0,0,0
Latvia,2020-02-27,0,0,0
Latvia,2020-02-28,0,0,0
Latvia,2020-02-29,0,0,0
Latvia,2020-03-01,0,0,0
Latvia,2020-03-02,1,0,0
Latvia,2020-03-03,1,0,0
Latvia,2020-03-04,1,0,0
Latvia,2020-03-05,1,0,0
Latvia,2020-03-06,1,0,0
Latvia,2020-03-07,1,0,0
Latvia,2020-03-08,2,0,0
Latvia,2020-03-09,6,0,0
Latvia,2020-03-10,8,0,1
Latvia,2020-03-11,10,0,1
Latvia,2020-03-12,10,0,1
Latvia,2020-03-13,17,0,1
Latvia,2020-03-14,26,0,1
Latvia,2020-03-15,30,0,1
Latvia,2020-03-16,34,0,1
Latvia,2020-03-17,49,0,1
Latvia,2020-03-18,71,0,1
Latvia,2020-03-19,86,0,1
Latvia,2020-03-20,111,0,1
Latvia,2020-03-21,124,0,1
Latvia,2020-03-22,139,0,1
Latvia,2020-03-23,180,0,1
Latvia,2020-03-24,197,0,1
Latvia,2020-03-25,221,0,1
Latvia,2020-03-26,244,0,1
Latvia,2020-03-27,280,0,1
Latvia,2020-03-28,305,0,1
Lebanon,2020-01-22,0,0,0
Lebanon,2020-01-23,0,0,0
Lebanon,2020-01-24,0,0,0
Lebanon,2020-01-25,0,0,0
Lebanon,2020-01-26,0,0,0
Lebanon,2020-01-27,0,0,0
Lebanon,2020-01-28,0,0,0
Lebanon,2020-01-29,0,0,0
Lebanon,2020-01-30,0,0,0
Lebanon,2020-01-31,0,0,0
Lebanon,2020-02-01,0,0,0
Lebanon,2020-02-02,0,0,0
Lebanon,2020-02-03,0,0,0
Lebanon,2020-02-04,0,0,0
Lebanon,2020-02-05,0,0,0
Lebanon,2020-02-06,0,0,0
Lebanon,2020-02-07,0,0,0
Lebanon,2020-02-08,0,0,0
Lebanon,2020-02-09,0,0,0
Lebanon,2020-02-10,0,0,0
Lebanon,2020-02-11,0,0,0
Lebanon,2020-02-12,0,0,0
Lebanon,2020-02-13,0,0,0
Lebanon,2020-02-14,0,0,0
Lebanon,2020-02-15,0,0,0
Lebanon,2020-02-16,0,0,0
Lebanon,2020-02-17,0,0,0
Lebanon,2020-02-18,0,0,0
Lebanon,2020-02-19,0,0,0
Lebanon,2020-02-20,0,0,0
Lebanon,2020-02-21,1,0,0
Lebanon,2020-02-22,1,0,0
Lebanon,2020-02-23,1,0,0
Lebanon,2020-02-24,1,0,0
Lebanon,2020-02-25,1,0,0
Lebanon,2020-02-26,2,0,0
Lebanon,2020-02-27,2,0,0
Lebanon,2020-02-28,2,0,0
Lebanon,2020-02-29,4,0,0
Lebanon,2020-03-01,10,0,0
Lebanon,2020-03-02,13,0,0
Lebanon,2020-03-03,13,0,0
Lebanon,2020-03-04,13,0,1
Lebanon,2020-03-05,16,0,1
Lebanon,2020-03-06,22,0,1
Lebanon,2020-03-07,22,0,1
Lebanon,2020-03-08,32,0,1
Lebanon,2020-03-09,32,0,1
Lebanon,2020-03-10,41,1,1
Lebanon,2020-03-11,61,3,1
Lebanon,2020-03-12,61,3,1
Lebanon,2020-03-13,77,3,1
Lebanon,2020-03-14,93,3,1
Lebanon,2020-03-15,110,3,1
Lebanon,2020-03-16,110,3,1
Lebanon,2020-03-17,120,3,3
Lebanon,2020-03-18,133,3,3
Lebanon,2020-03-19,157,4,4
Lebanon,2020-03-20,163,4,4
Lebanon,2020-03-21,187,4,4
Lebanon,2020-03-22,248,4,8
Lebanon,2020-03-23,267,4,8
Lebanon,2020-03-24,318,4,8
Lebanon,2020-03-25,333,6,20
Lebanon,2020-03-26,368,6,23
Lebanon,2020-03-27,391,8,27
Lebanon,2020-03-28,412,8,30
Liberia,2020-01-22,0,0,0
Liberia,2020-01-23,0,0,0
Liberia,2020-01-24,0,0,0
Liberia,2020-01-25,0,0,0
Liberia,2020-01-26,0,0,0
Liberia,2020-01-27,0,0,0
Liberia,2020-01-28,0,0,0
Liberia,2020-01-29,0,0,0
Liberia,2020-01-30,0,0,0
Liberia,2020-01-31,0,0,0
Liberia,2020-02-01,0,0,0
Liberia,2020-02-02,0,0,0
Liberia,2020-02-03,0,0,0
Liberia,2020-02-04,0,0,0
Liberia,2020-02-05,0,0,0
Liberia,2020-02-06,0,0,0
Liberia,2020-02-07,0,0,0
Liberia,2020-02-08,0,0,0
Liberia,2020-02-09,0,0,0
Liberia,2020-02-10,0,0,0
Liberia,2020-02-11,0,0,0
Liberia,2020-02-12,0,0,0
Liberia,2020-02-13,0,0,0
Liberia,2020-02-14,0,0,0
Liberia,2020-02-15,0,0,0
Liberia,2020-02-16,0,0,0
Liberia,2020-02-17,0,0,0
Liberia,2020-02-18,0,0,0
Liberia,2020-02-19,0,0,0
Liberia,2020-02-20,0,0,0
Liberia,2020-02-21,0,0,0
Liberia,2020-02-22,0,0,0
Liberia,2020-02-23,0,0,0
Liberia,2020-02-24,0,0,0
Liberia,2020-02-25,0,0,0
Liberia,2020-02-26,0,0,0
Liberia,2020-02-27,0,0,0
Liberia,2020-02-28,0,0,0
Liberia,2020-02-29,0,0,0
Liberia,2020-03-01,0,0,0
Liberia,2020-03-02,0,0,0
Liberia,2020-03-03,0,0,0
Liberia,2020-03-04,0,0,0
Liberia,2020-03-05,0,0,0
Liberia,2020-03-06,0,0,0
Liberia,2020-03-07,0,0,0
Liberia,2020-03-08,0,0,0
Liberia,2020-03-09,0,0,0
Liberia,2020-03-10,0,0,0
Liberia,2020-03-11,0,0,0
Liberia,2020-03-12,0,0,0
Liberia,2020-03-13,0,0,0
Liberia,2020-03-14,0,0,0
Liberia,2020-03-15,0,0,0
Liberia,2020-03-16,1,0,0
Liberia,2020-03-17,1,0,0
Liberia,2020-03-18,2,0,0
Liberia,2020-03-19,2,0,0
Liberia,2020-03-20,2,0,0
Liberia,2020-03-21,3,0,0
Liberia,2020-03-22,3,0,0
Liberia,2020-03-23,3,0,0
Liberia,2020-03-24,3,0,0
Liberia,2020-03-25,3,0,0
Liberia,2020-03-26,3,0,0
Liberia,2020-03-27,3,0,0
Liberia,2020-03-28,3,0,0
Libya,2020-01-22,0,0,0
Libya,2020-01-23,0,0,0
Libya,2020-01-24,0,0,0
Libya,2020-01-25,0,0,0
Libya,2020-01-26,0,0,0
Libya,2020-01-27,0,0,0
Libya,2020-01-28,0,0,0
Libya,2020-01-29,0,0,0
Libya,2020-01-30,0,0,0
Libya,2020-01-31,0,0,0
Libya,2020-02-01,0,0,0
Libya,2020-02-02,0,0,0
